expediente,nif,razon_social,titulo_proyecto,coste_total_original,solicitado_original,subvencionable_original,subvencion_original,comunidad_autonoma,puntuacion_o_motivo,coste_total_eur,solicitado_eur,subvencionable_eur,subvencion_columna_fuente_eur,id_registro,anio_convocatoria,estado_en_fuente,puntuacion,motivo,moneda,fuente_url,pagina_fuente,fila_pagina,fuente_sha256,fecha_consulta,observaciones
AEI-010500-2026-81,G20082509,ASOCIACIÓN DE INDUSTRIAS DE CONOCIMIENTO Y TECNOLOGÍA - GAIA EUSKAL-HERRIKO EZAGUTZA ETA TEKNOLOGIA INDUSTRIEN ELKARTEA,ORCIBER- MODELO ORGANIZATIVO INNOVADOR PARA FORTALECER LA RESILIENCIA HUMANA ANTE CIBERINCIDENTES EN ENTORNOS INDUSTRIALES,"121.980,00 €","60.989,00 €","121.980,00 €","60.989,00 €",País Vasco,"50,54",121980.00,60989.00,121980.00,60989.00,AEI-2026-010500-2026-81,2026,lista_espera_sin_concesion,50.54,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,6,10,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-53,G36983575,FUNDACIÓN CLUSTER DE AUTOMOCIÓN Y MOVILIDAD DE GALICIA (CEAGA),AI-PLAN: Arquitecturas Inteligentes para la Planificación Industrial Adaptativa y Auto-correctiva,"313.787,00 €","231.958,00 €","313.787,00 €","231.958,00 €",Galicia,"50,44",313787.00,231958.00,313787.00,231958.00,AEI-2026-010500-2026-53,2026,lista_espera_sin_concesion,50.44,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,6,11,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-76,G50098508,"ASOCIACIÓN ESPAÑOLA DE FABRICANTES EXPORTADORES DE MAQUINARIA PARA CONSTRUCCIÓN, OBRAS PÚBLICAS Y MINERÍA (ANMOPYC)",DURIAM - Arquitecturas digitales resilientes e interoperables para la digitalización de maquinaria industrial de uso dual,"283.013,00 €","156.192,00 €","0,00 €","0,00 €",Aragón,"48,85",283013.00,156192.00,0.00,0.00,AEI-2026-010500-2026-76,2026,propuesta_desestimada_puntuacion,48.85,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_Desestimada_Puntuacion.pdf,1,1,558f7da7f283924261b337f9fdadad5709debbacff2220d579845192c97a092d,2026-09-21,Estado publicado en los anexos de la propuesta provisional.
AEI-010500-2026-151,G06943112,ASOCIACION RE THINK TOURISM,Sistema Digital para la aceleración de procesos de certificación de sostenibilidad turística.,"398.474,00 €","199.237,00 €","0,00 €","0,00 €",Cataluña,"48,54",398474.00,199237.00,0.00,0.00,AEI-2026-010500-2026-151,2026,propuesta_desestimada_puntuacion,48.54,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_Desestimada_Puntuacion.pdf,1,2,558f7da7f283924261b337f9fdadad5709debbacff2220d579845192c97a092d,2026-09-21,Estado publicado en los anexos de la propuesta provisional.
AEI-010500-2026-121,G19532209,"CLUSTER DE EMPRESAS DIGITALES, SOSTENIBLES E INDUSTRIAS INNOVADORAS (ONTECH INNOVATION)","Herramienta de Escucha, durante la actividad asistencial en Reproducción Asistida, como acompañamiento inteligente y continuo en el proceso reproductivo, ""HERA""","325.250,00 €","181.541,00 €","0,00 €","0,00 €",Andalucía,"48,12",325250.00,181541.00,0.00,0.00,AEI-2026-010500-2026-121,2026,propuesta_desestimada_puntuacion,48.12,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_Desestimada_Puntuacion.pdf,1,3,558f7da7f283924261b337f9fdadad5709debbacff2220d579845192c97a092d,2026-09-21,Estado publicado en los anexos de la propuesta provisional.
AEI-010500-2026-104,G46261590,"INSTITUTO TECNOLÓGICO METALMECÁNICO, MADERA, MUEBLE, EMBALAJE Y AFINES-AIDIMME",IDISE DATA HUB _ Infraestructura digital inteligente sectorial,"83.585,00 €","41.792,00 €","0,00 €","0,00 €",Comunitat Valenciana,"47,87",83585.00,41792.00,0.00,0.00,AEI-2026-010500-2026-104,2026,propuesta_desestimada_puntuacion,47.87,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_Desestimada_Puntuacion.pdf,1,4,558f7da7f283924261b337f9fdadad5709debbacff2220d579845192c97a092d,2026-09-21,Estado publicado en los anexos de la propuesta provisional.
AEI-010500-2026-119,G19532209,"CLUSTER DE EMPRESAS DIGITALES, SOSTENIBLES E INDUSTRIAS INNOVADORAS (ONTECH INNOVATION)","Investigación y validación de posicionamiento INdoor para la LOcalización y trazabilidad de activos en entornos industriales Complejos, ""INLOC""","248.296,00 €","142.524,00 €","0,00 €","0,00 €",Andalucía,"47,76",248296.00,142524.00,0.00,0.00,AEI-2026-010500-2026-119,2026,propuesta_desestimada_puntuacion,47.76,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_Desestimada_Puntuacion.pdf,1,5,558f7da7f283924261b337f9fdadad5709debbacff2220d579845192c97a092d,2026-09-21,Estado publicado en los anexos de la propuesta provisional.
AEI-010500-2026-60,G85321883,CENTRO DE INNOVACION TECNOLOGICA PARA LA LOGISTICA Y EL TRANSPORTE DE MERCANCIAS POR CARRETERA (CITET),CARBURAX,"229.205,00 €","183.362,00 €","0,00 €","0,00 €",Comunidad de Madrid,"47,52",229205.00,183362.00,0.00,0.00,AEI-2026-010500-2026-60,2026,propuesta_desestimada_puntuacion,47.52,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_Desestimada_Puntuacion.pdf,1,6,558f7da7f283924261b337f9fdadad5709debbacff2220d579845192c97a092d,2026-09-21,Estado publicado en los anexos de la propuesta provisional.
AEI-010500-2026-21,G85321883,CENTRO DE INNOVACION TECNOLOGICA PARA LA LOGISTICA Y EL TRANSPORTE DE MERCANCIAS POR CARRETERA (CITET),Beluga Scan,"257.115,00 €","195.965,00 €","0,00 €","0,00 €",Comunidad de Madrid,"46,21",257115.00,195965.00,0.00,0.00,AEI-2026-010500-2026-21,2026,propuesta_desestimada_puntuacion,46.21,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_Desestimada_Puntuacion.pdf,1,7,558f7da7f283924261b337f9fdadad5709debbacff2220d579845192c97a092d,2026-09-21,Estado publicado en los anexos de la propuesta provisional.
AEI-010600-2026-4,G36983575,FUNDACIÓN CLUSTER DE AUTOMOCIÓN Y MOVILIDAD DE GALICIA (CEAGA),DATAMARK: Estudio de viabilidad para la explotación colaborativa y segura de datos industriales,"100.216,00 €","50.107,00 €","0,00 €","0,00 €",Galicia,"45,63",100216.00,50107.00,0.00,0.00,AEI-2026-010600-2026-4,2026,propuesta_desestimada_puntuacion,45.63,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_Desestimada_Puntuacion.pdf,1,8,558f7da7f283924261b337f9fdadad5709debbacff2220d579845192c97a092d,2026-09-21,Estado publicado en los anexos de la propuesta provisional.
AEI-010500-2026-77,G50098508,"ASOCIACIÓN ESPAÑOLA DE FABRICANTES EXPORTADORES DE MAQUINARIA PARA CONSTRUCCIÓN, OBRAS PÚBLICAS Y MINERÍA (ANMOPYC)",SMARTPLANT - Investigación de arquitecturas interoperables OT/IT para la captura y gestión avanzada del dato industrial en plantas de áridos y RCD,"205.099,00 €","123.056,00 €","0,00 €","0,00 €",Aragón,"45,48",205099.00,123056.00,0.00,0.00,AEI-2026-010500-2026-77,2026,propuesta_desestimada_puntuacion,45.48,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_Desestimada_Puntuacion.pdf,1,9,558f7da7f283924261b337f9fdadad5709debbacff2220d579845192c97a092d,2026-09-21,Estado publicado en los anexos de la propuesta provisional.
AEI-010500-2026-139,G65373912,ASSOCIACIÓ CLUSTER DE PRODUCTES INFANTILS DE CATALUNYA,SÍNTESIS,"156.060,00 €","78.030,00 €","0,00 €","0,00 €",Cataluña,"45,02",156060.00,78030.00,0.00,0.00,AEI-2026-010500-2026-139,2026,propuesta_desestimada_puntuacion,45.02,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_Desestimada_Puntuacion.pdf,1,10,558f7da7f283924261b337f9fdadad5709debbacff2220d579845192c97a092d,2026-09-21,Estado publicado en los anexos de la propuesta provisional.
AEI-010500-2026-163,G76024645,ASOC CLUSTER MARÍTIMO DE CANARIAS,"NEREIDA, Nodo Estratégico para Redes ópticas Inteligentes Distribuidas aire y agua","312.126,00 €","240.798,00 €","0,00 €","0,00 €",Canarias,"44,66",312126.00,240798.00,0.00,0.00,AEI-2026-010500-2026-163,2026,propuesta_desestimada_puntuacion,44.66,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_Desestimada_Puntuacion.pdf,1,11,558f7da7f283924261b337f9fdadad5709debbacff2220d579845192c97a092d,2026-09-21,Estado publicado en los anexos de la propuesta provisional.
AEI-010200-2026-2,G75638783,AEROS-ECOSISTEMA AERONÁUTICO Y DEL ESPACIO,AEROS-EIP - AEROS Ecosystem Intelligent Platform,"68.585,00 €","34.292,00 €","0,00 €","0,00 €",Cataluña,"43,08",68585.00,34292.00,0.00,0.00,AEI-2026-010200-2026-2,2026,propuesta_desestimada_puntuacion,43.08,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_Desestimada_Puntuacion.pdf,1,12,558f7da7f283924261b337f9fdadad5709debbacff2220d579845192c97a092d,2026-09-21,Estado publicado en los anexos de la propuesta provisional.
AEI-010500-2026-2,G93594380,THE RAILWAY INNOVATION HUB SPAIN,RAILFLOW BIM - Plugin BIM/IFC para el diseño funcional y chequeo de capacidad peatonal en estaciones ferroviarias,"270.673,00 €","135.336,00 €","0,00 €","0,00 €",Andalucía,"42,51",270673.00,135336.00,0.00,0.00,AEI-2026-010500-2026-2,2026,propuesta_desestimada_puntuacion,42.51,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_Desestimada_Puntuacion.pdf,1,13,558f7da7f283924261b337f9fdadad5709debbacff2220d579845192c97a092d,2026-09-21,Estado publicado en los anexos de la propuesta provisional.
AEI-010500-2026-116,G65652232,AGRUPACIO CATALANA DEL TEXTIL I LA MODA (MODACC),"DATERIA: Solución sectorial asistida por IA para la generación de Pasaportes Digitales de Producto, el Análisis de Ciclo de Vida y el reporte ambiental y económico de los datos en pymes del sector textil- moda.","167.791,00 €","83.895,00 €","0,00 €","0,00 €",Cataluña,"38,52",167791.00,83895.00,0.00,0.00,AEI-2026-010500-2026-116,2026,propuesta_desestimada_puntuacion,38.52,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_Desestimada_Puntuacion.pdf,1,14,558f7da7f283924261b337f9fdadad5709debbacff2220d579845192c97a092d,2026-09-21,Estado publicado en los anexos de la propuesta provisional.
AEI-010600-2026-12,G50098508,"ASOCIACIÓN ESPAÑOLA DE FABRICANTES EXPORTADORES DE MAQUINARIA PARA CONSTRUCCIÓN, OBRAS PÚBLICAS Y MINERÍA (ANMOPYC)",TAMIC - Estudio de viabilidad para la transformación de equipos convencionales hacia la construcción industrializada,"68.796,00 €","34.397,00 €","0,00 €","0,00 €",Aragón,"37,51",68796.00,34397.00,0.00,0.00,AEI-2026-010600-2026-12,2026,propuesta_desestimada_puntuacion,37.51,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_Desestimada_Puntuacion.pdf,1,15,558f7da7f283924261b337f9fdadad5709debbacff2220d579845192c97a092d,2026-09-21,Estado publicado en los anexos de la propuesta provisional.
AEI-010200-2026-3,G22943468,ASOCIACIÓN CLUSTER EMPRESARIAL PARA LA INNOVACIÓN DE LAS EMPRESAS QUÍMICAS Y PLÁSTICOS DE ARAGÓN,Plan de fortalecimiento y dinamización de la estructura de gestión de la AEI ARAQUIP para la generación de proyectos colaborativos de innovación en el sector químico y del plástico de Aragón (INNQUIP),"45.009,00 €","22.504,00 €","0,00 €","0,00 €",Aragón,"36,92",45009.00,22504.00,0.00,0.00,AEI-2026-010200-2026-3,2026,propuesta_desestimada_puntuacion,36.92,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_Desestimada_Puntuacion.pdf,1,16,558f7da7f283924261b337f9fdadad5709debbacff2220d579845192c97a092d,2026-09-21,Estado publicado en los anexos de la propuesta provisional.
AEI-010600-2026-3,G65652232,AGRUPACIO CATALANA DEL TEXTIL I LA MODA (MODACC),PHYGITAL FLOW. Estudio de viabilidad técnica y económica para la creación de flujos de trabajo phygital basados en tecnologías inmersivas y activos digitales aplicados a la industria textil-moda.,"103.136,00 €","51.568,00 €","0,00 €","0,00 €",Cataluña,"34,24",103136.00,51568.00,0.00,0.00,AEI-2026-010600-2026-3,2026,propuesta_desestimada_puntuacion,34.24,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_Desestimada_Puntuacion.pdf,2,1,558f7da7f283924261b337f9fdadad5709debbacff2220d579845192c97a092d,2026-09-21,Estado publicado en los anexos de la propuesta provisional.
AEI-010500-2026-35,G87936159,Consorcio Red Alastria,Desarrollo de Infraestructura Digital para la Trazabilidad y representación digital de Activos Reales en el Sector Agroalimentario (AGROVIA CAP),"403.471,00 €","230.845,00 €","0,00 €","0,00 €",Comunidad de Madrid,"31,16",403471.00,230845.00,0.00,0.00,AEI-2026-010500-2026-35,2026,propuesta_desestimada_puntuacion,31.16,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_Desestimada_Puntuacion.pdf,2,2,558f7da7f283924261b337f9fdadad5709debbacff2220d579845192c97a092d,2026-09-21,Estado publicado en los anexos de la propuesta provisional.
AEI-010500-2026-33,G65652232,AGRUPACIO CATALANA DEL TEXTIL I LA MODA (MODACC),"NORA. Normativa, Orientación y Regulación para Apparel: Chatbot inteligente para la interpretación y aplicación de la normativa ambiental en el sector textil y moda","145.857,00 €","72.927,00 €","0,00 €","0,00 €",Cataluña,"30,52",145857.00,72927.00,0.00,0.00,AEI-2026-010500-2026-33,2026,propuesta_desestimada_puntuacion,30.52,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_Desestimada_Puntuacion.pdf,2,3,558f7da7f283924261b337f9fdadad5709debbacff2220d579845192c97a092d,2026-09-21,Estado publicado en los anexos de la propuesta provisional.
AEI-010300-2026-5,G87936159,Consorcio Red Alastria,MODERACIÓN VERIFICABLE PARA LUCHAR CONTRA LA DESINFORMACIÓN (TRACED),"75.992,00 €","37.988,00 €","0,00 €","0,00 €",Comunidad de Madrid,"29,50",75992.00,37988.00,0.00,0.00,AEI-2026-010300-2026-5,2026,propuesta_desestimada_puntuacion,29.5,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_Desestimada_Puntuacion.pdf,2,4,558f7da7f283924261b337f9fdadad5709debbacff2220d579845192c97a092d,2026-09-21,Estado publicado en los anexos de la propuesta provisional.
AEI-010300-2026-7,G08487878,GREMI D'INDÚSTRIES GRÀFIQUES DE CATALUNYA,Estudio de viabilidad y diálogo sectorial para explorar fórmulas de modelos organizativos que hagan posible la transformación competitiva del sector gráfico,"106.550,00 €","50.000,00 €","0,00 €","0,00 €",Cataluña,"26,50",106550.00,50000.00,0.00,0.00,AEI-2026-010300-2026-7,2026,propuesta_desestimada_puntuacion,26.5,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_Desestimada_Puntuacion.pdf,2,5,558f7da7f283924261b337f9fdadad5709debbacff2220d579845192c97a092d,2026-09-21,Estado publicado en los anexos de la propuesta provisional.
AEI-010300-2026-1,G01605781,"MADRID CAPITAL MUNDIAL DE LA CONSTRUCCIÓN, INGENIERÍA Y ARQUITECTURA",VALORIZACIÓN INTELIGENTE y SOSTENIBLE DEL FRESADO ASFÁLTICO (VISRAP),"43.780,00 €","21.890,00 €","0,00 €","0,00 €",Comunidad de Madrid,"21,60",43780.00,21890.00,0.00,0.00,AEI-2026-010300-2026-1,2026,propuesta_desestimada_puntuacion,21.6,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_Desestimada_Puntuacion.pdf,2,6,558f7da7f283924261b337f9fdadad5709debbacff2220d579845192c97a092d,2026-09-21,Estado publicado en los anexos de la propuesta provisional.
AEI-010500-2026-51,G19532209,"CLUSTER DE EMPRESAS DIGITALES, SOSTENIBLES E INDUSTRIAS INNOVADORAS (ONTECH INNOVATION)","Quantum-enhanced digital health for PRECISION oncology, ""Q- PRECISION""","330.935,00 €","249.698,00 €","0,00 €","0,00 €",Andalucía,"15,19",330935.00,249698.00,0.00,0.00,AEI-2026-010500-2026-51,2026,propuesta_desestimada_puntuacion,15.19,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_Desestimada_Puntuacion.pdf,2,7,558f7da7f283924261b337f9fdadad5709debbacff2220d579845192c97a092d,2026-09-21,Estado publicado en los anexos de la propuesta provisional.
AEI-010600-2026-1,G25405937,CLUSTER DE LA MAQUINARIA I DELS MEDIS DE PRODUCCIÓ AGRICOLA DE CATALUNYA (FEMAC),DualTech AgroMach,"51.424,00 €","25.712,00 €","0,00 €","0,00 €",Cataluña,"Incumple el artículo 6.4.c de la Orden ITU/868/2025, de 6 de agosto, según el cual la contribución de cualquiera de las AEI participantes en el estudio no podrá ser inferior al 10% del presupuesto subvencionable.",51424.00,25712.00,0.00,0.00,AEI-2026-010600-2026-1,2026,propuesta_desestimada_motivos,,"Incumple el artículo 6.4.c de la Orden ITU/868/2025, de 6 de agosto, según el cual la contribución de cualquiera de las AEI participantes en el estudio no podrá ser inferior al 10% del presupuesto subvencionable.",EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_Desestimadas_Motivos.pdf,1,1,ef7cb524b1112b2afb69b9726d26cc93873325eebe6950bd58f6e865a7401c85,2026-09-21,Estado publicado en los anexos de la propuesta provisional.
AEI-010500-2026-48,G23624422,ASOCIACIÓN AGRUPACIÓN EMPRESARIAL INNOVADORA DEL SECTOR PROVEEDOR DE BIENES Y SERVICIOS DEL SECTOR OLEÍCOLA (INOLEO),AGROREGEN-DSS Plataforma digital inteligente para la integración de datos de finca y la recomendación de soluciones nutricionales en cultivos leñosos.,"294.184,00 €","228.895,00 €","0,00 €","0,00 €",Andalucía,"Incumple el artículo 7.3.d de la Orden ITU/868/2025, de 6 de agosto, según el cual las AEI participantes tendrán una contribución mínima del 4% del presupuesto subvencionable.",294184.00,228895.00,0.00,0.00,AEI-2026-010500-2026-48,2026,propuesta_desestimada_motivos,,"Incumple el artículo 7.3.d de la Orden ITU/868/2025, de 6 de agosto, según el cual las AEI participantes tendrán una contribución mínima del 4% del presupuesto subvencionable.",EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_Desestimadas_Motivos.pdf,1,2,ef7cb524b1112b2afb69b9726d26cc93873325eebe6950bd58f6e865a7401c85,2026-09-21,Estado publicado en los anexos de la propuesta provisional.
AEI-010500-2026-58,G20065637,ASOC ESPAÑOLA DE FABRICANTES DE MAQUINAS HERRAMIENTA ACCESORIOS COMPONENTES HERRAMIENTAS DE CORTE Y OTROS,ARIES - Análisis y Representación Inteligente para Entornos de Simulación.,"269.815,00 €","194.153,00 €","0,00 €","0,00 €",País Vasco,"Incumple el artículo 7.3.c de la Orden ITU/868/2025, de 6 de agosto, según el cual en todas las actuaciones se exigirá la participación de un mínimo de dos pymes además de la AEI solicitante de la ayuda.",269815.00,194153.00,0.00,0.00,AEI-2026-010500-2026-58,2026,propuesta_desestimada_motivos,,"Incumple el artículo 7.3.c de la Orden ITU/868/2025, de 6 de agosto, según el cual en todas las actuaciones se exigirá la participación de un mínimo de dos pymes además de la AEI solicitante de la ayuda.",EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_Desestimadas_Motivos.pdf,1,3,ef7cb524b1112b2afb69b9726d26cc93873325eebe6950bd58f6e865a7401c85,2026-09-21,Estado publicado en los anexos de la propuesta provisional.
AEI-010500-2026-66,G36983575,FUNDACIÓN CLUSTER DE AUTOMOCIÓN Y MOVILIDAD DE GALICIA (CEAGA),"THERMAL-FLEX: Optimización y descarbonización industrial mediante electrificación, almacenamiento térmico y flexibilidad","338.322,00 €","247.713,00 €","0,00 €","0,00 €",Galicia,"Incumple el artículo 7.3.c de la Orden ITU/868/2025, de 6 de agosto, según el cual en todas las actuaciones se exigirá la participación de un mínimo de dos pymes además de la AEI solicitante de la ayuda.",338322.00,247713.00,0.00,0.00,AEI-2026-010500-2026-66,2026,propuesta_desestimada_motivos,,"Incumple el artículo 7.3.c de la Orden ITU/868/2025, de 6 de agosto, según el cual en todas las actuaciones se exigirá la participación de un mínimo de dos pymes además de la AEI solicitante de la ayuda.",EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_Desestimadas_Motivos.pdf,1,4,ef7cb524b1112b2afb69b9726d26cc93873325eebe6950bd58f6e865a7401c85,2026-09-21,Estado publicado en los anexos de la propuesta provisional.
AEI-010500-2026-93,G75638783,AEROS-ECOSISTEMA AERONÁUTICO Y DEL ESPACIO,"AEROSMOVE - Innovación en procesos aeroportuarios mediante movilidad autónoma, robótica colaborativa y monitorización inteligente de operaciones en tierra.","256.206,00 €","101.614,00 €","0,00 €","0,00 €",Cataluña,"Incumple el artículo 13 de la Orden ITU/868/2025, de 6 de agosto, al no quedar acreditado el efecto incentivador, dado que el inicio del proyecto o actividad debe ser posterior a la presentación de la solicitud de ayuda.",256206.00,101614.00,0.00,0.00,AEI-2026-010500-2026-93,2026,propuesta_desestimada_motivos,,"Incumple el artículo 13 de la Orden ITU/868/2025, de 6 de agosto, al no quedar acreditado el efecto incentivador, dado que el inicio del proyecto o actividad debe ser posterior a la presentación de la solicitud de ayuda.",EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_Desestimadas_Motivos.pdf,1,5,ef7cb524b1112b2afb69b9726d26cc93873325eebe6950bd58f6e865a7401c85,2026-09-21,Estado publicado en los anexos de la propuesta provisional.
AEI-010500-2026-110,G99510026,CLUSTER DE LA MAQUINARIA AGRICOLA DE ARAGON,GREENSENSE,"181.748,00 €","137.007,00 €","0,00 €","0,00 €",Aragón,"Incumple el artículo 7.3.c de la Orden ITU/868/2025, de 6 de agosto, según el cual en todas las actuaciones se exigirá la participación de un mínimo de dos pymes además de la AEI solicitante de la ayuda.",181748.00,137007.00,0.00,0.00,AEI-2026-010500-2026-110,2026,propuesta_desestimada_motivos,,"Incumple el artículo 7.3.c de la Orden ITU/868/2025, de 6 de agosto, según el cual en todas las actuaciones se exigirá la participación de un mínimo de dos pymes además de la AEI solicitante de la ayuda.",EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_Desestimadas_Motivos.pdf,1,6,ef7cb524b1112b2afb69b9726d26cc93873325eebe6950bd58f6e865a7401c85,2026-09-21,Estado publicado en los anexos de la propuesta provisional.
AEI-010500-2026-113,G48763858,ASOCIACIÓN CLUSTER DE INDUSTRIAS DE MEDIO AMBIENTE DE EUSKADI (ACLIMA),HANDIA 4.0 Desarrollo de metodologías 4.0 para establecer soluciones localmente eficientes para la consecución de ciudades ambientalmente saludables,"406.750,00 €","199.975,00 €","0,00 €","0,00 €",País Vasco,"Incumple el artículo 7.3.d de la Orden ITU/868/2025, de 6 de agosto, según el cual las AEI participantes tendrán una contribución mínima del 4% del presupuesto subvencionable.",406750.00,199975.00,0.00,0.00,AEI-2026-010500-2026-113,2026,propuesta_desestimada_motivos,,"Incumple el artículo 7.3.d de la Orden ITU/868/2025, de 6 de agosto, según el cual las AEI participantes tendrán una contribución mínima del 4% del presupuesto subvencionable.",EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_Desestimadas_Motivos.pdf,1,7,ef7cb524b1112b2afb69b9726d26cc93873325eebe6950bd58f6e865a7401c85,2026-09-21,Estado publicado en los anexos de la propuesta provisional.
AEI-010500-2026-130,G99311086,CLUSTER DE EMPRESAS DE TECNOLOGIAS DE LA INFORMACION ELECTRONICA Y TELECOMUNICACIONES DE ARAGON,PROMETHEO: Plataforma agéntica en cloud para aprendizaje por competencias y formación reglada automatizada,"308.853,00 €","235.988,00 €","0,00 €","0,00 €",Aragón,"Incumple el artículo 7.3.c de la Orden ITU/868/2025, de 6 de agosto, según el cual en todas las actuaciones se exigirá la participación de un mínimo de dos pymes además de la AEI solicitante de la ayuda.",308853.00,235988.00,0.00,0.00,AEI-2026-010500-2026-130,2026,propuesta_desestimada_motivos,,"Incumple el artículo 7.3.c de la Orden ITU/868/2025, de 6 de agosto, según el cual en todas las actuaciones se exigirá la participación de un mínimo de dos pymes además de la AEI solicitante de la ayuda.",EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_Desestimadas_Motivos.pdf,1,8,ef7cb524b1112b2afb69b9726d26cc93873325eebe6950bd58f6e865a7401c85,2026-09-21,Estado publicado en los anexos de la propuesta provisional.
